Explant_Type,Plant_Species,Medium_Composition,Temperature,Humidity,Light_Intensity,Culture_Duration,Regeneration_Success_Rate
Stem,Dandelion,MS + 0.5mg/L IAA,26,66,3406,47,85
Stem,Lavender,MS + 1mg/L NAA,26,58,2573,30,74
Root,Tomato,MS + 1mg/L NAA,22,66,4185,40,84
Leaf,Aloe,B5 + 1mg/L NAA,20,53,2611,31,81
Stem,Thyme,B5 + 0.5mg/L IAA,23,66,4601,37,79
Stem,Cauliflower,MS + 2mg/L BAP,25,75,3647,38,93
Leaf,Broccoli,MS + 2mg/L BAP,21,70,3860,40,78
Root,Broccoli,B5 + 0.5mg/L IAA,25,64,2416,41,74
Leaf,Tobacco,B5 + 2mg/L BAP,21,62,2716,37,75
Leaf,Chamomile,B5 + 2mg/L BAP,26,55,3558,47,70
Leaf,Rose,MS + 1.5mg/L BAP,24,50,4467,53,83
Stem,Lavender,MS + 1mg/L NAA,24,68,2984,46,72
Leaf,Onion,MS + 2mg/L BAP,22,69,3888,35,91
Root,Cauliflower,MS + 1mg/L NAA,20,51,4388,46,92
Root,Dandelion,B5 + 1mg/L NAA,22,63,3065,60,87
Stem,Aloe,B5 + 0.5mg/L IAA,22,68,4478,45,81
Leaf,Spinach,B5 + 0.5mg/L IAA,23,57,4558,35,92
Root,Tobacco,B5 + 2mg/L BAP,21,52,4325,30,71
Root,Garlic,MS + 0.5mg/L IAA,22,69,3314,38,83
Root,Spinach,MS + 0.5mg/L IAA,20,63,2677,44,89
Stem,Daisy,B5 + 1mg/L NAA,24,57,2763,42,75
Root,Rose,MS + 1.5mg/L BAP,26,50,3282,45,89
Stem,Daisy,MS + 1mg/L NAA,20,75,2757,43,87
Root,Parsley,MS + 1.5mg/L BAP,24,57,4518,42,84
Leaf,Lettuce,MS + 1mg/L NAA,26,69,3697,59,95
Leaf,Marigold,MS + 1.5mg/L BAP,22,69,3053,42,91
Root,Onion,MS + 0.5mg/L IAA,24,60,3057,52,77
Leaf,Eggplant,MS + 0.5mg/L IAA,20,52,3234,31,90
Stem,Tobacco,B5 + 2mg/L BAP,22,63,4800,47,86
Leaf,Pepper,MS + 1mg/L NAA,22,73,4130,34,83
Leaf,Lettuce,MS + 0.5mg/L IAA,24,65,3140,47,95
Leaf,Chamomile,MS + 1.5mg/L BAP,25,51,3017,47,91
Stem,Garlic,MS + 1mg/L NAA,20,59,4579,45,78
Stem,Tomato,B5 + 2mg/L BAP,25,60,3758,39,71
Stem,Chrysanthemum,B5 + 1mg/L NAA,25,51,4881,40,71
Stem,Parsley,MS + 0.5mg/L IAA,26,72,4988,52,82
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,20,60,4220,52,95
Leaf,Lavender,MS + 0.5mg/L IAA,22,73,3781,56,85
Root,Marigold,B5 + 2mg/L BAP,26,69,4077,46,74
Root,Ginger,MS + 1mg/L NAA,23,68,2462,44,79
Stem,Carrot,MS + 2mg/L BAP,22,67,2475,32,83
Stem,Pansy,MS + 1.5mg/L BAP,22,54,2304,53,83
Root,Marigold,MS + 1.5mg/L BAP,25,54,3266,51,76
Root,Tomato,MS + 2mg/L BAP,26,71,2911,34,88
Leaf,Pansy,B5 + 0.5mg/L IAA,24,72,2904,31,71
Stem,Rose,MS + 0.5mg/L IAA,23,73,2189,50,77
Leaf,Garlic,B5 + 0.5mg/L IAA,25,63,3745,45,75
Stem,Rose,B5 + 1mg/L NAA,22,64,3054,40,95
Root,Beetroot,B5 + 1mg/L NAA,21,57,2099,36,72
Root,Potato,MS + 2mg/L BAP,24,71,4478,32,78
Stem,Pepper,MS + 0.5mg/L IAA,25,75,4898,51,77
Stem,Lavender,MS + 0.5mg/L IAA,20,53,4128,56,71
Leaf,Marigold,B5 + 1mg/L NAA,23,55,2100,56,76
Stem,Thyme,B5 + 0.5mg/L IAA,20,74,3312,36,72
Leaf,Spinach,MS + 2mg/L BAP,25,56,4301,52,87
Leaf,Ginger,MS + 1mg/L NAA,23,58,4046,59,92
Leaf,Eggplant,MS + 1mg/L NAA,26,75,3961,42,76
Root,Onion,MS + 0.5mg/L IAA,23,57,2348,47,88
Stem,Sunflower,MS + 2mg/L BAP,20,74,3367,41,77
Root,Potato,MS + 1mg/L NAA,20,66,3299,49,77
Stem,Carrot,MS + 0.5mg/L IAA,22,67,4877,36,70
Leaf,Marigold,B5 + 1mg/L NAA,20,66,3424,33,72
Leaf,Broccoli,B5 + 2mg/L BAP,24,51,4432,41,73
Root,Pepper,B5 + 2mg/L BAP,21,59,4764,54,73
Leaf,Cauliflower,MS + 2mg/L BAP,26,66,4703,54,95
Root,Lettuce,MS + 2mg/L BAP,26,61,4843,52,86
Stem,Carrot,B5 + 0.5mg/L IAA,20,52,2228,34,78
Stem,Spinach,B5 + 1mg/L NAA,25,71,4622,42,91
Root,Lettuce,B5 + 1mg/L NAA,22,59,3591,34,70
Leaf,Mint,B5 + 2mg/L BAP,22,70,4861,33,82
Stem,Tomato,B5 + 2mg/L BAP,22,54,2683,51,81
Root,Spinach,MS + 1mg/L NAA,20,51,3972,50,78
Stem,Marigold,MS + 0.5mg/L IAA,24,54,4173,31,86
Leaf,Spinach,B5 + 2mg/L BAP,22,61,3961,45,87
Root,Pepper,MS + 1mg/L NAA,20,69,4497,56,80
Root,Tomato,MS + 2mg/L BAP,26,57,2213,39,80
Stem,Pepper,B5 + 2mg/L BAP,21,62,2703,52,86
Leaf,Oregano,MS + 0.5mg/L IAA,24,59,3459,58,85
Stem,Beetroot,MS + 2mg/L BAP,26,61,4363,60,80
Stem,Broccoli,MS + 1mg/L NAA,25,51,2401,32,81
Leaf,Garlic,B5 + 2mg/L BAP,24,71,4818,38,74
Root,Chrysanthemum,MS + 1mg/L NAA,21,54,2622,55,92
Stem,Pepper,MS + 2mg/L BAP,21,67,2064,60,79
Root,Marigold,B5 + 2mg/L BAP,20,55,4921,38,81
Leaf,Basil,MS + 1mg/L NAA,26,75,4988,37,74
Stem,Rose,B5 + 2mg/L BAP,24,73,3091,30,88
Stem,Oregano,MS + 2mg/L BAP,20,57,3598,50,82
Leaf,Dandelion,B5 + 0.5mg/L IAA,25,53,2964,56,73
Leaf,Lavender,MS + 0.5mg/L IAA,21,57,3916,33,80
Root,Tomato,B5 + 0.5mg/L IAA,24,58,2689,30,72
Leaf,Eggplant,B5 + 1mg/L NAA,23,54,2476,55,78
Root,Sunflower,MS + 0.5mg/L IAA,23,65,3689,42,76
Stem,Basil,MS + 2mg/L BAP,26,61,2731,32,83
Stem,Mint,MS + 0.5mg/L IAA,21,74,4967,38,89
Stem,Dandelion,B5 + 0.5mg/L IAA,26,61,3625,59,84
Stem,Spinach,B5 + 1mg/L NAA,25,64,3619,39,78
Stem,Potato,MS + 1mg/L NAA,25,62,4968,41,81
Leaf,Tobacco,B5 + 2mg/L BAP,20,64,2092,34,84
Stem,Garlic,MS + 1.5mg/L BAP,21,55,2886,48,92
Root,Onion,B5 + 1mg/L NAA,24,69,2597,55,86
Root,Dandelion,MS + 1.5mg/L BAP,22,69,2779,57,76
Stem,Cucumber,B5 + 1mg/L NAA,26,52,3327,49,80
Root,Thyme,MS + 1.5mg/L BAP,24,53,4083,42,72
Leaf,Dandelion,MS + 1.5mg/L BAP,24,72,3216,59,84
Stem,Chamomile,B5 + 0.5mg/L IAA,23,60,2296,39,88
Root,Sunflower,MS + 2mg/L BAP,25,59,4192,41,87
Leaf,Tomato,MS + 2mg/L BAP,22,68,2027,52,76
Leaf,Lettuce,B5 + 2mg/L BAP,25,50,2717,44,90
Root,Daisy,B5 + 1mg/L NAA,25,73,4549,39,86
Leaf,Sunflower,MS + 2mg/L BAP,25,59,3308,38,84
Root,Carrot,B5 + 1mg/L NAA,20,70,3411,59,92
Root,Potato,B5 + 0.5mg/L IAA,25,58,4694,36,72
Leaf,Daisy,B5 + 0.5mg/L IAA,23,56,4536,36,91
Stem,Broccoli,B5 + 1mg/L NAA,24,52,4414,32,77
Stem,Beetroot,B5 + 1mg/L NAA,24,66,4325,49,80
Leaf,Mint,MS + 2mg/L BAP,20,72,4005,55,81
Stem,Cauliflower,MS + 1.5mg/L BAP,21,56,3918,49,82
Stem,Garlic,B5 + 0.5mg/L IAA,23,70,2931,57,83
Stem,Lavender,B5 + 0.5mg/L IAA,22,59,4955,45,89
Leaf,Tomato,B5 + 2mg/L BAP,21,57,3865,33,83
Root,Thyme,MS + 1mg/L NAA,24,63,4339,55,77
Root,Ginger,B5 + 2mg/L BAP,25,69,2801,33,91
Stem,Lavender,B5 + 2mg/L BAP,22,61,4464,51,76
Root,Rose,MS + 0.5mg/L IAA,20,57,3470,57,95
Stem,Aloe,MS + 2mg/L BAP,23,75,4002,41,87
Stem,Potato,MS + 2mg/L BAP,22,52,4371,37,92
Stem,Garlic,B5 + 2mg/L BAP,25,51,3293,37,95
Root,Oregano,MS + 1.5mg/L BAP,23,71,3418,56,88
Stem,Marigold,MS + 1mg/L NAA,25,70,2276,37,81
Stem,Cucumber,B5 + 1mg/L NAA,24,55,4311,58,92
Root,Daisy,B5 + 1mg/L NAA,21,71,4635,38,93
Stem,Rose,MS + 1.5mg/L BAP,26,68,2598,55,87
Leaf,Tobacco,MS + 1.5mg/L BAP,21,65,3043,48,83
Stem,Onion,MS + 0.5mg/L IAA,25,65,4948,59,91
Root,Broccoli,B5 + 1mg/L NAA,21,53,3849,44,78
Stem,Cucumber,MS + 1.5mg/L BAP,22,71,3103,35,72
Root,Eggplant,MS + 1mg/L NAA,25,70,4794,49,84
Leaf,Dandelion,B5 + 2mg/L BAP,23,53,2349,43,90
Stem,Lavender,B5 + 0.5mg/L IAA,21,60,2301,56,87
Stem,Lavender,B5 + 1mg/L NAA,21,50,2263,49,74
Stem,Aloe,B5 + 0.5mg/L IAA,20,63,3963,44,80
Leaf,Dandelion,B5 + 2mg/L BAP,21,54,4766,30,91
Stem,Daisy,MS + 0.5mg/L IAA,24,71,2887,32,82
Root,Broccoli,MS + 1.5mg/L BAP,23,68,3603,30,71
Leaf,Cauliflower,MS + 0.5mg/L IAA,22,53,3867,54,92
Root,Beetroot,MS + 1.5mg/L BAP,22,71,2048,31,73
Stem,Chrysanthemum,B5 + 0.5mg/L IAA,26,64,2894,53,89
Root,Cucumber,B5 + 2mg/L BAP,20,69,4910,36,89
Leaf,Pansy,MS + 1.5mg/L BAP,24,54,4161,55,93
Leaf,Spinach,MS + 0.5mg/L IAA,24,62,3743,50,88
Leaf,Aloe,B5 + 0.5mg/L IAA,20,75,2607,39,73
Leaf,Sunflower,B5 + 2mg/L BAP,26,60,3454,37,94
Leaf,Pansy,MS + 0.5mg/L IAA,26,75,3609,39,93
Leaf,Sunflower,MS + 2mg/L BAP,26,52,4674,39,83
Leaf,Daisy,B5 + 1mg/L NAA,23,64,3896,49,74
Stem,Basil,MS + 1.5mg/L BAP,23,56,3765,49,78
Leaf,Basil,MS + 0.5mg/L IAA,20,55,2426,45,83
Leaf,Potato,MS + 1mg/L NAA,24,66,2423,41,89
Root,Spinach,MS + 1mg/L NAA,25,53,2656,53,79
Leaf,Dandelion,B5 + 0.5mg/L IAA,24,63,3494,52,90
Leaf,Daisy,MS + 0.5mg/L IAA,24,54,4275,47,85
Leaf,Ginger,MS + 1mg/L NAA,23,71,3194,52,83
Leaf,Lavender,MS + 2mg/L BAP,20,69,4991,41,92
Root,Basil,B5 + 1mg/L NAA,24,52,2656,56,75
Leaf,Sunflower,MS + 1mg/L NAA,21,73,2840,47,88
Root,Daisy,MS + 0.5mg/L IAA,20,51,2851,52,76
Stem,Mint,MS + 1.5mg/L BAP,25,73,2125,43,82
Root,Aloe,B5 + 2mg/L BAP,25,66,2059,50,95
Leaf,Mint,MS + 1mg/L NAA,20,65,4224,32,91
Leaf,Onion,MS + 1mg/L NAA,24,57,2175,53,87
Root,Lettuce,MS + 2mg/L BAP,25,69,3480,46,79
Root,Dandelion,MS + 1mg/L NAA,24,54,3629,46,74
Stem,Beetroot,MS + 1mg/L NAA,20,55,3020,46,83
Root,Cucumber,MS + 2mg/L BAP,24,53,2131,32,86
Stem,Rose,B5 + 0.5mg/L IAA,26,68,4081,56,81
Root,Thyme,MS + 0.5mg/L IAA,25,67,4864,59,73
Leaf,Spinach,MS + 2mg/L BAP,26,57,2598,45,85
Root,Lavender,MS + 2mg/L BAP,25,62,4367,46,88
Leaf,Spinach,B5 + 0.5mg/L IAA,25,68,2680,42,84
Leaf,Oregano,MS + 1mg/L NAA,22,52,4573,31,76
Root,Chrysanthemum,B5 + 1mg/L NAA,26,75,3035,60,83
Leaf,Parsley,B5 + 0.5mg/L IAA,21,60,4611,52,85
Leaf,Onion,B5 + 1mg/L NAA,20,64,4288,59,88
Root,Aloe,MS + 1mg/L NAA,20,56,2570,55,93
Leaf,Chamomile,B5 + 2mg/L BAP,21,71,4094,58,89
Leaf,Spinach,MS + 2mg/L BAP,25,64,3910,34,71
Leaf,Oregano,B5 + 0.5mg/L IAA,26,63,2914,33,72
Root,Ginger,MS + 0.5mg/L IAA,21,74,2701,41,70
Leaf,Basil,MS + 1.5mg/L BAP,26,65,2453,48,74
Leaf,Broccoli,B5 + 1mg/L NAA,23,53,2161,48,90
Stem,Sunflower,B5 + 1mg/L NAA,23,74,3932,34,85
Root,Dandelion,B5 + 2mg/L BAP,20,50,4797,45,72
Leaf,Spinach,B5 + 2mg/L BAP,20,61,4933,49,89
Leaf,Sunflower,MS + 0.5mg/L IAA,22,54,4136,38,94
Leaf,Thyme,B5 + 2mg/L BAP,24,68,4149,36,71
Root,Marigold,MS + 2mg/L BAP,22,66,2830,44,91
Leaf,Garlic,MS + 2mg/L BAP,24,71,2340,43,95
Stem,Lettuce,MS + 1.5mg/L BAP,22,64,2703,59,89
Stem,Beetroot,B5 + 2mg/L BAP,24,65,4607,37,80
Root,Lavender,B5 + 1mg/L NAA,20,50,3807,46,93
Root,Cucumber,MS + 1.5mg/L BAP,22,64,2940,34,93
Leaf,Lettuce,MS + 1mg/L NAA,21,70,4933,45,91
Stem,Garlic,B5 + 2mg/L BAP,26,59,3748,58,74
Leaf,Pansy,B5 + 2mg/L BAP,23,61,3446,39,70
Root,Tomato,MS + 1.5mg/L BAP,21,69,3190,48,76
Stem,Carrot,B5 + 1mg/L NAA,21,73,4231,57,87
Root,Sunflower,B5 + 1mg/L NAA,25,69,3429,31,91
Root,Thyme,B5 + 1mg/L NAA,20,73,2611,60,84
Leaf,Basil,B5 + 1mg/L NAA,20,52,2753,59,75
Stem,Spinach,B5 + 0.5mg/L IAA,24,61,2010,36,73
Stem,Tobacco,B5 + 1mg/L NAA,25,56,3933,36,74
Root,Cucumber,MS + 0.5mg/L IAA,23,51,2547,33,73
Root,Pansy,B5 + 1mg/L NAA,20,58,2026,35,94
Root,Dandelion,MS + 2mg/L BAP,22,58,2262,35,95
Leaf,Tobacco,MS + 0.5mg/L IAA,23,60,4527,35,81
Stem,Chrysanthemum,MS + 1mg/L NAA,26,51,3839,37,90
Leaf,Potato,B5 + 1mg/L NAA,25,50,2092,57,72
Root,Potato,MS + 0.5mg/L IAA,25,75,4254,49,88
Leaf,Cucumber,MS + 1mg/L NAA,21,55,3208,40,71
Leaf,Sunflower,MS + 2mg/L BAP,21,50,2564,38,90
Leaf,Lettuce,MS + 0.5mg/L IAA,20,54,4231,47,78
Leaf,Broccoli,B5 + 1mg/L NAA,22,74,3924,31,81
Stem,Chamomile,MS + 2mg/L BAP,21,70,3037,59,93
Leaf,Eggplant,MS + 2mg/L BAP,24,62,4758,58,95
Root,Ginger,MS + 1mg/L NAA,23,73,2284,44,82
Root,Chamomile,MS + 1.5mg/L BAP,25,75,3789,30,75
Leaf,Chrysanthemum,MS + 1.5mg/L BAP,20,66,4792,39,79
Root,Eggplant,MS + 1.5mg/L BAP,23,57,4934,44,93
Leaf,Carrot,MS + 2mg/L BAP,23,67,2656,36,78
Root,Eggplant,MS + 0.5mg/L IAA,22,65,4007,51,83
Leaf,Cucumber,MS + 0.5mg/L IAA,22,67,4511,33,92
Leaf,Chamomile,MS + 0.5mg/L IAA,25,69,4859,39,75
Leaf,Chrysanthemum,MS + 1mg/L NAA,22,51,3760,53,74
Stem,Marigold,MS + 0.5mg/L IAA,22,56,2857,60,71
Leaf,Chrysanthemum,MS + 2mg/L BAP,23,73,4577,58,73
Leaf,Marigold,MS + 2mg/L BAP,25,59,3620,53,82
Stem,Tomato,MS + 2mg/L BAP,25,70,3336,58,80
Root,Sunflower,B5 + 0.5mg/L IAA,26,61,2271,58,83
Root,Spinach,MS + 1mg/L NAA,20,51,2643,46,83
Stem,Dandelion,MS + 0.5mg/L IAA,26,55,4558,36,76
Root,Spinach,MS + 1mg/L NAA,24,69,4995,55,90
Stem,Carrot,B5 + 1mg/L NAA,25,60,4992,42,95
Root,Pepper,B5 + 0.5mg/L IAA,25,66,3340,47,77
Root,Tobacco,MS + 1mg/L NAA,26,62,3447,44,89
Stem,Spinach,B5 + 1mg/L NAA,21,64,3359,39,76
Leaf,Spinach,MS + 1.5mg/L BAP,25,74,2374,44,91
Stem,Rose,MS + 1mg/L NAA,21,62,4803,45,81
Stem,Potato,B5 + 2mg/L BAP,20,51,4905,53,71
Stem,Lavender,MS + 2mg/L BAP,23,57,2079,57,86
Root,Pepper,MS + 2mg/L BAP,26,70,2075,45,74
Leaf,Chamomile,B5 + 0.5mg/L IAA,20,74,3488,38,79
Root,Chamomile,MS + 0.5mg/L IAA,22,51,2330,30,76
Leaf,Basil,MS + 2mg/L BAP,23,58,2132,44,93
Root,Aloe,B5 + 0.5mg/L IAA,25,50,4102,30,74
Root,Oregano,B5 + 2mg/L BAP,20,69,2470,37,82
Stem,Beetroot,MS + 1mg/L NAA,26,74,4533,42,74
Stem,Parsley,B5 + 0.5mg/L IAA,24,73,3243,42,80
Leaf,Tomato,MS + 1mg/L NAA,24,75,4820,43,77
Leaf,Lettuce,B5 + 1mg/L NAA,22,56,4202,57,91
Leaf,Lettuce,MS + 1mg/L NAA,25,58,3048,54,87
Leaf,Lettuce,B5 + 1mg/L NAA,21,63,4908,41,72
Stem,Dandelion,MS + 0.5mg/L IAA,24,71,2527,42,78
Stem,Lavender,MS + 2mg/L BAP,22,72,2527,30,70
Root,Lavender,B5 + 0.5mg/L IAA,23,64,3758,30,77
Leaf,Garlic,B5 + 1mg/L NAA,26,71,2708,51,71
Root,Cauliflower,MS + 0.5mg/L IAA,23,61,2851,60,90
Stem,Cauliflower,MS + 1mg/L NAA,26,59,4826,44,85
Leaf,Ginger,MS + 1.5mg/L BAP,23,70,2195,42,80
Root,Garlic,B5 + 2mg/L BAP,23,52,2052,60,80
Root,Thyme,B5 + 2mg/L BAP,21,67,2859,52,89
Stem,Rose,B5 + 1mg/L NAA,26,72,3713,34,94
Leaf,Cucumber,MS + 1mg/L NAA,23,73,2043,35,86
Root,Rose,MS + 0.5mg/L IAA,21,54,3850,57,79
Root,Dandelion,B5 + 2mg/L BAP,21,57,2551,47,72
Leaf,Thyme,B5 + 1mg/L NAA,22,75,2528,57,91
Stem,Pansy,B5 + 2mg/L BAP,25,63,2985,34,78
Root,Eggplant,B5 + 1mg/L NAA,26,67,3319,33,75
Stem,Basil,MS + 2mg/L BAP,24,66,2156,57,71
Root,Mint,MS + 2mg/L BAP,23,53,2628,60,74
Root,Chrysanthemum,MS + 1.5mg/L BAP,20,51,4679,35,79
Root,Chamomile,MS + 1.5mg/L BAP,22,52,4166,55,86
Root,Sunflower,B5 + 1mg/L NAA,21,57,2945,51,79
Leaf,Mint,MS + 0.5mg/L IAA,20,67,2011,50,76
Root,Oregano,MS + 1.5mg/L BAP,21,71,4889,47,94
Stem,Lettuce,MS + 1mg/L NAA,25,54,2779,34,81
Root,Chamomile,B5 + 2mg/L BAP,23,64,4742,33,71
Stem,Basil,MS + 1.5mg/L BAP,20,55,3112,48,85
Stem,Cucumber,B5 + 2mg/L BAP,25,52,4796,56,78
Stem,Oregano,MS + 1.5mg/L BAP,24,51,2583,59,81
Root,Tobacco,MS + 1mg/L NAA,22,74,4620,36,70
Stem,Cucumber,B5 + 2mg/L BAP,20,60,3124,57,94
Stem,Broccoli,MS + 1mg/L NAA,21,53,2808,57,93
Stem,Dandelion,MS + 1mg/L NAA,22,57,3871,46,89
Stem,Lavender,B5 + 2mg/L BAP,23,57,3355,43,76
Stem,Oregano,B5 + 1mg/L NAA,26,58,2838,57,93
Stem,Thyme,MS + 1mg/L NAA,24,62,4352,60,77
Root,Beetroot,B5 + 2mg/L BAP,23,51,2469,47,75
Root,Pansy,B5 + 1mg/L NAA,20,53,3780,35,86
Leaf,Broccoli,B5 + 1mg/L NAA,21,67,4347,45,71
Leaf,Lettuce,MS + 1.5mg/L BAP,23,59,2579,47,88
Root,Pepper,MS + 0.5mg/L IAA,24,55,4294,55,90
Leaf,Carrot,B5 + 2mg/L BAP,23,54,2123,38,88
Leaf,Lavender,MS + 1mg/L NAA,20,50,4482,54,89
Root,Pepper,MS + 1mg/L NAA,22,53,2458,44,95
Stem,Sunflower,B5 + 2mg/L BAP,26,57,3702,34,84
Stem,Marigold,MS + 1.5mg/L BAP,20,67,4905,43,70
Stem,Beetroot,MS + 1.5mg/L BAP,23,71,3623,38,74
Stem,Thyme,MS + 0.5mg/L IAA,21,67,2905,52,78
Stem,Aloe,MS + 2mg/L BAP,20,55,2507,55,78
Stem,Sunflower,B5 + 1mg/L NAA,23,61,3728,36,70
Stem,Marigold,B5 + 0.5mg/L IAA,23,75,3746,49,79
Stem,Tomato,MS + 0.5mg/L IAA,21,57,4507,36,95
Stem,Oregano,MS + 2mg/L BAP,23,55,3579,36,76
Leaf,Cucumber,MS + 0.5mg/L IAA,26,51,4286,57,72
Leaf,Pepper,B5 + 1mg/L NAA,20,74,3930,30,70
Root,Marigold,B5 + 2mg/L BAP,22,67,4977,59,89
Stem,Carrot,B5 + 2mg/L BAP,20,73,4769,39,70
Stem,Cucumber,B5 + 2mg/L BAP,21,56,3251,53,84
Leaf,Pepper,B5 + 2mg/L BAP,25,71,2037,54,85
Leaf,Garlic,MS + 1.5mg/L BAP,24,73,3018,41,73
Stem,Cucumber,MS + 1mg/L NAA,25,52,2845,50,91
Stem,Chrysanthemum,MS + 1.5mg/L BAP,20,74,2005,48,87
Root,Marigold,MS + 1.5mg/L BAP,25,71,3041,56,75
Leaf,Chamomile,MS + 2mg/L BAP,25,62,3531,43,77
Stem,Tobacco,MS + 1mg/L NAA,23,66,3140,48,91
Stem,Chamomile,MS + 1.5mg/L BAP,22,53,3035,35,80
Leaf,Lettuce,B5 + 1mg/L NAA,26,73,2263,51,92
Stem,Garlic,B5 + 0.5mg/L IAA,20,74,2077,54,92
Root,Carrot,B5 + 2mg/L BAP,24,70,3595,31,77
Leaf,Potato,MS + 2mg/L BAP,24,63,2407,58,74
Leaf,Cauliflower,MS + 2mg/L BAP,24,57,3785,42,94
Root,Oregano,MS + 2mg/L BAP,20,63,3601,42,85
Leaf,Tobacco,MS + 1mg/L NAA,20,50,3080,51,85
Leaf,Chrysanthemum,MS + 1mg/L NAA,26,57,4376,60,90
Leaf,Carrot,MS + 0.5mg/L IAA,21,67,3901,42,90
Leaf,Lavender,B5 + 1mg/L NAA,24,68,2017,31,77
Stem,Eggplant,B5 + 2mg/L BAP,20,71,2125,58,85
Stem,Basil,MS + 1mg/L NAA,24,71,4808,38,83
Leaf,Onion,MS + 1mg/L NAA,20,71,4238,47,81
Stem,Rose,MS + 1mg/L NAA,21,52,3177,41,80
Stem,Beetroot,MS + 0.5mg/L IAA,20,70,3188,37,78
Leaf,Pepper,B5 + 1mg/L NAA,26,72,3356,33,84
Leaf,Thyme,MS + 1mg/L NAA,25,65,4262,35,82
Stem,Aloe,MS + 2mg/L BAP,21,57,2112,36,72
Stem,Mint,MS + 0.5mg/L IAA,25,73,2408,38,84
Leaf,Broccoli,B5 + 1mg/L NAA,20,62,3348,50,74
Stem,Tobacco,B5 + 2mg/L BAP,21,69,4985,59,84
Root,Aloe,B5 + 1mg/L NAA,22,50,4686,38,81
Stem,Beetroot,MS + 0.5mg/L IAA,21,64,2389,36,85
Leaf,Daisy,MS + 1mg/L NAA,20,73,4006,40,77
Leaf,Rose,B5 + 0.5mg/L IAA,24,66,3667,46,80
Stem,Cauliflower,MS + 1mg/L NAA,22,68,3226,55,80
Root,Lavender,MS + 1.5mg/L BAP,22,72,2584,53,79
Root,Thyme,MS + 0.5mg/L IAA,21,59,4376,38,87
Stem,Carrot,B5 + 1mg/L NAA,25,70,3691,48,73
Stem,Parsley,MS + 0.5mg/L IAA,21,65,4839,58,79
Stem,Mint,B5 + 2mg/L BAP,26,63,2696,47,84
Leaf,Beetroot,MS + 2mg/L BAP,23,65,4112,32,73
Stem,Sunflower,B5 + 1mg/L NAA,26,55,2014,33,75
Root,Beetroot,MS + 1.5mg/L BAP,22,51,4401,60,82
Leaf,Chrysanthemum,B5 + 0.5mg/L IAA,24,51,2530,46,83
Stem,Broccoli,MS + 0.5mg/L IAA,23,50,3211,51,83
Leaf,Rose,B5 + 2mg/L BAP,25,61,2392,39,73
Leaf,Mint,MS + 0.5mg/L IAA,24,54,2487,57,80
Stem,Spinach,MS + 0.5mg/L IAA,22,52,3469,55,91
Root,Onion,MS + 2mg/L BAP,21,58,2024,43,77
Stem,Oregano,MS + 1.5mg/L BAP,26,72,3301,41,88
Root,Broccoli,MS + 1.5mg/L BAP,20,72,2074,33,76
Stem,Aloe,MS + 1.5mg/L BAP,24,53,4679,34,95
Leaf,Chamomile,MS + 1.5mg/L BAP,25,74,4497,60,94
Leaf,Onion,MS + 2mg/L BAP,26,51,3670,38,88
Root,Rose,MS + 0.5mg/L IAA,21,65,4520,35,93
Stem,Cucumber,MS + 2mg/L BAP,23,50,4347,33,74
Leaf,Cauliflower,MS + 1.5mg/L BAP,20,64,4888,30,89
Stem,Cucumber,B5 + 2mg/L BAP,20,53,3702,57,78
Stem,Dandelion,MS + 0.5mg/L IAA,24,63,2404,42,75
Leaf,Ginger,MS + 0.5mg/L IAA,25,57,4993,53,84
Stem,Potato,B5 + 0.5mg/L IAA,24,58,4944,37,92
Root,Spinach,B5 + 2mg/L BAP,23,67,2799,44,71
Leaf,Cucumber,B5 + 1mg/L NAA,20,61,2500,47,74
Stem,Garlic,MS + 1mg/L NAA,21,75,3351,51,72
Root,Carrot,MS + 2mg/L BAP,26,50,2665,32,81
Stem,Lavender,MS + 0.5mg/L IAA,23,75,4901,45,71
Root,Marigold,B5 + 1mg/L NAA,22,70,3357,54,90
Root,Daisy,B5 + 1mg/L NAA,26,71,3525,52,73
Stem,Dandelion,MS + 2mg/L BAP,23,67,2654,30,76
Root,Parsley,B5 + 2mg/L BAP,22,69,4859,39,78
Leaf,Oregano,MS + 0.5mg/L IAA,25,60,3001,47,77
Root,Mint,B5 + 2mg/L BAP,22,53,4852,52,90
Leaf,Cauliflower,B5 + 0.5mg/L IAA,22,55,2666,53,77
Root,Chrysanthemum,MS + 1mg/L NAA,26,56,2545,60,88
Stem,Parsley,B5 + 2mg/L BAP,22,64,4706,37,71
Stem,Aloe,MS + 2mg/L BAP,25,50,4263,55,83
Root,Eggplant,B5 + 1mg/L NAA,24,66,2196,42,75
Stem,Oregano,MS + 1mg/L NAA,21,61,3328,38,85
Root,Tomato,MS + 1.5mg/L BAP,20,52,4061,50,89
Leaf,Cauliflower,B5 + 1mg/L NAA,22,74,4245,60,93
Stem,Potato,MS + 1.5mg/L BAP,22,53,2790,46,87
Root,Aloe,MS + 1.5mg/L BAP,25,74,3867,33,89
Stem,Dandelion,MS + 2mg/L BAP,24,68,4653,32,90
Leaf,Beetroot,MS + 1.5mg/L BAP,24,74,3822,52,80
Leaf,Thyme,B5 + 1mg/L NAA,22,52,4604,43,86
